Kod SZS,Rodzaj stacji,rząd stacji,typ stacji,rok założenia,rok likwidacji,nazwa stacji,długość geograficzna,szerokość geograficzna,informacje dodatkowe
250150170,K,IV,Czynna,1994,0,JAKUSZYCE,152631,504923, 
250159999,O,V,Zlikwidowana,1956,1993,JAKUSZYCE,1527,5049, 
253230060,O,V,Czynna,1957,0,JAŁÓWKA,232026,532114, 
250150040,O,V,Zlikwidowana,1946,2015,JANICE,153201,505716,stację zlikwidowano 1.01.2015
251169990,O,V,Zlikwidowana,1948,1992,JANISZEWO,1646,5146, 
250199975,O,V,Zlikwidowana,1981,1992,JANKOWICE,1900,5000, 
251179988,O,V,Zlikwidowana,1973,1981,JANKÓW ZALEŚNY,1739,5142, 
252170060,O,V,Czynna,1946,0,JANOWIEC WIELKOPOLSKI,172744,524517,"ATSO bez obserwatora; w 12.2011 przenies. z poprz. lokaliz ok 1,7 km na W (stare wsp. 172947 i 524530)"
253230030,O,V,Czynna,1949,0,JANÓW,231346,532735,"w 09.2013 przeniesiona 1,3 km na S (stare wsp. 231401 i 532819)"
250220070,O,V,Zlikwidowana,1958,2009,JANÓW LUBELSKI,222507,504222, 
250190010,O,V,Czynna,1997,0,JANUSZEWICE,195740,505631, 
251210040,K,III,Czynna,1967,0,JARCZEW,215824,514853, 
250150230,O,V,Zlikwidowana,1955,2015,JARKOWICE,155321,504342,stację zlikwidowano 1.01.2015
252220140,O,V,Zlikwidowana,1987,2015,JARNICE,220005,522231,stację zlikwidowano 1.01.2015
250170340,O,V,Czynna,1946,0,JARNOŁTÓWEK,172617,501717, 
252219985,O,V,Zlikwidowana,1973,1992,JARNUTY,2139,5259, 
250220120,K,IV,Czynna,1972,0,JAROCIN,221824,503407, 
250220210,O,V,Czynna,1949,0,JAROSŁAW,224147,500106,stacja przeniesiona  16.09.2013 305 m na SSE (stare wsp. p 214141 i 500117)
250220220,O,V,Czynna,2005,0,JAROSŁAW,224209,500116,ATSO bez obserwatora
251190230,O,V,Czynna,2013,0,JAROSTY,194131,512745,przenies. z Piotrkowa Trybunalskiego
249200170,O,V,Zlikwidowana,1963,2015,JASIENNA,204947,494243,stację zlikwidowano 1.01.2015
251159981,O,V,Zlikwidowana,1949,1980,JASIEŃ,1502,5145, 
249200250,O,V,Czynna,1973,0,JASIONÓW,200133,493523, 
249219995,O,V,Zlikwidowana,1951,1992,JASŁO,212800,494400, 
249210080,O,V,Czynna,1995,0,JASŁO,212856,494422, 
254180030,O,V,Zlikwidowana,1949,2009,JASTARNIA,184020,544154, 
253160110,O,V,Czynna,1954,0,JASTROWIE,164851,532532,ATSO bez obserwatora
249200130,K,IV,Czynna,1977,0,JASTRZĘBIA,205347,494711, 
249189998,O,V,Zlikwidowana,1977,2001,JASTRZĘBIE,1838,4958, 
249189996,K,IV,Zlikwidowana,1947,1977,JASTRZĘBIE-ZDRÓJ,1835,4957, 
253230010,O,V,Zlikwidowana,1983,2009,JASTRZĘBNA PIERWSZA,231305,534425, 
250210090,O,V,Czynna,1992,0,JASTRZĘBSKA WOLA,211113,504329, 
251180240,O,V,Czynna,1956,0,JASTRZYGOWICE,182725,510004,ATSO bez obserwatora
253190050,O,V,Czynna,1948,0,JAŚKOWO,194409,534822,10.02.2016 przeniesienie lokalne (stare wsp. 194408 i 534821)
249210250,O,V,Czynna,1955,0,JAŚLISKA,214836,492624, 
249190010,O,V,Czynna,1946,0,JAWISZOWICE,190733,495825,01.12.2017 stacja przeniesiona ok. 290 m w kierunku E (stare wsp. 190718 i 495824)
251160290,O,V,Czynna,1947,0,JAWOR,161121,510255, 
249200440,K,IV,Czynna,2006,0,JAWORZYNA KRYNICKA,205343,492504,ATSM bez obserwatora
249209975,O,V,Zlikwidowana,1949,1992,JAZOWSKO,2031,4932, 
251229994,O,V,Zlikwidowana,1953,1994,JEDLANKA,220700,515600, 
249219985,O,V,Zlikwidowana,1955,1992,JEDLICZE,2139,4943, 
250160220,O,V,Czynna,2011,0,JEDLINA-ZDRÓJ,162057,504307,"stacja automatyczna w innej lokalizacji, ok. 1,3 km na SE – wsp. 162151 i 504241;  w 2011 przeniesiona ok. 1300m na NW (stare wsp. 162146 i 504239);"
253210250,O,V,Zlikwidowana,1948,2015,JEDNOROŻEC,210302,530831,stację zlikwidowano 1.01.2015
251170320,O,V,Czynna,1956,0,JELCZ-LASKOWICE,172123,510237,1.01.2015 - zmiana rzędu stacji z IV na V
350150500,S,I,Czynna,1945,0,JELENIA GÓRA,154720,505401, 
253200080,O,V,Czynna,1946,0,JEMIOŁOWO,201758,533342,w 2004 przeniesiona z Olsztynka ok. 2 km na pd-wsch (stare wsp. 201710 i 533448)
253190060,O,V,Zlikwidowana,1949,2009,JERZWAŁD,193146,534657, 
253170020,O,V,Czynna,1964,0,JEZIORNA,175459,535724, 
252169996,K,III,Zlikwidowana,1947,1981,JEZIORY,1648,5216, 
251190040,O,V,Zlikwidowana,1983,2015,JEŻÓW,195805,514851,stację zlikwidowano 1.01.2015
254160040,O,V,Czynna,1949,0,JEŻYCZKI,162326,542005, 
250209978,O,V,Zlikwidowana,1947,1992,JĘDRZEJÓW,2019,5039, 
250200340,K,IV,Zlikwidowana,2003,2015,JĘDRZEJÓW-SUDÓŁ,201632,503911,Stację zlikwidowano z dniem 31.12.2014
250230170,O,V,Czynna,2013,0,JĘDRZEJÓWKA,232034,501947,ATSO bez obserwatora; zał. 23.08.2013
250229982,O,V,Zlikwidowana,1948,1992,JOANIN,225700,505400, 
249219998,O,V,Zlikwidowana,1955,1995,JODŁOWA,211900,495300, 
249200110,K,IV,Czynna,1974,0,JODŁOWNIK,201329,494615,"ATSM bez obserwatora; stacja Jodłownik działała w latach 1974-1997, a następnie wznowiona w roku 2005 z tym samym kodem  w bliskiej lokalizacji"
249190250,O,V,Zlikwidowana,1952,2015,JORDANÓW,194946,493806,stację zlikwidowano 1.01.2015
250230060,O,V,Czynna,1948,0,JÓZEFÓW,230330,502915,"ATSO bez obserwatora;  stacja Józefów działała w latach 1948-2001, a następnie wznowiona w roku 2005 z tym samym kodem  w bliskiej lokalizacji (poprzednie wsp. 230328 i 502914, Hs = 255)"
253239993,O,V,Zlikwidowana,1949,1992,JUCHNOWIEC DOLNY,2308,5301, 
253169986,O,V,Zlikwidowana,1990,1990,JUCHOWO,1629,5341, 
254200020,O,V,Zlikwidowana,1948,2013,JUDYTY,205338,541920,"stacja przeniesiona o 3,7 km na pólnoc do m Szczurkowo"
250169996,O,V,Zlikwidowana,1949,1992,JUGÓW,1632,5037, 
250150110,O,V,Czynna,1946,0,KACZORÓW,155747,505423, 
249180110,O,V,Zlikwidowana,1959,2015,KACZYCE,183630,495007,stację zlikwidowano 1.01.2015
250180160,O,V,Zlikwidowana,1956,2015,KADŁUB-PIEC,181643,503605,stację zlikwidowano 1.01.2015; w 05.2014 przeniesiona 40 m na SE
253210230,O,V,Czynna,1948,0,KADZIDŁO,212707,531352,w 2009 przeniesiona ok.1km na SW (stare wsp. 212709 i 531416)
253180140,O,V,Zlikwidowana,1956,2015,KALISKA,182310,532938,stację zlikwidowano 1.02.2015
351180435,S,I,Czynna,1945,0,KALISZ,180451,514652, 
249220270,O,V,Czynna,1985,0,KALNICA,222529,491147, 
249190110,O,V,Zlikwidowana,1948,2011,KALWARIA ZEBRZYDOWSKA,194131,495209, 
249190810,O,V,Czynna,2006,0,KALWARIA ZEBRZYDOWSKA,194107,495212,ATSO bez obserwatora
249190380,O,V,Czynna,1948,0,KAMESZNICA,190352,493412, 
250160620,O,V,Czynna,1972,0,KAMIENICA,165303,501338, stacja przenoszona w 2008 i 2009
253170140,O,V,Zlikwidowana,1949,2016,KAMIENICA,174847,532850,1.01.2016 przeniesiona do m. Motyl; 6.06.2014 przeniesiona ok. 80 m w kierunku SE (stare wsp. 174846 i 532853)
249209990,K,IV,Zlikwidowana,1951,1992,KAMIENICA K/N.SĄCZA,2021,4935, 
250160390,O,V,Zlikwidowana,1946,2015,KAMIENIEC ZĄBKOWICKI,165353,503233,stację zlikwidowano 1.01.2015
253150230,O,V,Czynna,1947,0,KAMIENNA,155624,530229, 
250160150,O,V,Czynna,1946,0,KAMIENNA GÓRA,160215,504603, 
253170120,O,V,Zlikwidowana,1974,2009,KAMIEŃ KRAJEŃSKI,173246,533232, 
253149996,K,IV,Zlikwidowana,1972,1990,KAMIEŃ POMORSKI,1447,5358, 
253230040,O,V,Czynna,1949,0,KAMIONKA,230229,532559, 
251230130,O,V,Zlikwidowana,1949,2015,KANIE,230653,510815,stację zlikwidowano 1.01.2015
251140020,O,V,Zlikwidowana,1949,2015,KANIÓW,145500,515541,stację zlikwidowano 1.01.2015
249220010,O,V,Czynna,1949,0,KAŃCZUGA,222426,495907,ATSO bez obserwatora
251169981,O,V,Zlikwidowana,1949,1981,KARCZEWISKA,1610,5118, 
250169980,O,V,Zlikwidowana,1973,1981,KARCZOWICE,1651,5040, 
252150230,O,V,Czynna,1954,0,KARGOWA,155127,520418, 
250180020,O,V,Czynna,1956,0,KARMONKI NOWE,183446,505506,w 2006 przeniesiona o 220 m na NNW (stare wsp. 183442 i 505447)
250150220,K,IV,Czynna,1945,0,KARPACZ,154610,504644, 
254170150,O,V,Zlikwidowana,1956,2015,KARPNO,174727,540628,stację zlikwidowano 1.02.2015
253160120,O,V,Czynna,1949,0,KARSIBÓR,162339,532147, 
253149990,O,V,Zlikwidowana,1949,1981,KARSIBÓR,1418,5351, 
253140020,O,V,Czynna,1954,0,KARTLEWO,144733,534728, 
254189996,O,V,Zlikwidowana,1948,1998,KARTUZY,181200,542000, 
254170040,K,III,Czynna,1974,0,KARŻNICZKA,171343,542915, 
253180240,K,IV,Zlikwidowana,2007,2012,KASPARUS,182111,534417, 
349190650,S,I,Czynna,1935,0,KASPROWY WIERCH,195855,491357,WOM
254200070,O,V,Czynna,1973,0,KASZUNY,202023,540930, 
350190560,S,I,Czynna,1930,0,KATOWICE,190158,501426, 
250190530,K,III,Zlikwidowana,1970,2016,KATOWICE PYRZOWICE,190434,502822,stację zlikwidowano 1.01.2016; Samodzielna LSM
252200180,O,V,Czynna,1995,0,KAWĘCZYN,202100,521018,stacja na terenie ogródka meteorologicznego SDOO
252209996,K,IV,Zlikwidowana,1974,1995,KAWĘCZYN,2021,5210, 
251219998,O,V,Zlikwidowana,1945,2000,KAZIMIERZ DOLNY,2157,5120, 
250200240,O,V,Zlikwidowana,1946,2015,KAZIMIERZA MAŁA,203204,501536,stację zlikwidowano 1.01.2015
254190210,O,V,Czynna,2016,0,KĄTY RYBACKIE,191251,541958,stacja założona 1.03.2016 w zamian za zlikwidowaną stację Krynica Morska
251160310,O,V,Zlikwidowana,1947,2015,KĄTY WROCŁAWSKIE,164454,510159,stację zlikwidowano 1.01.2015; w 2010 przeniesiona ok 2 km na E (stare wsp. 164613510203)
251220190,O,V,Czynna,1949,0,KĘPA,221457,510341,w 2008 przeniesiona o 215m na SW (stare wsp. 221506 i 510346)
250190190,O,V,Zlikwidowana,1949,2015,KĘPIE,195604,502740,stację zlikwidowano 1.01.2015
251189998,O,V,Zlikwidowana,1945,1961,KĘPNO,1800,5117, 
354210185,S,II,Czynna,1945,0,KĘTRZYN,212200,540402,"od 1.12.2014 zmiana z I na II rząd, ograniczenie pomiarów"
249190070,O,V,Zlikwidowana,1949,2010,KĘTY,191331,495244, 
350200570,S,I,Czynna,1974,0,KIELCE-SUKÓW,204132,504838, 
251180170,O,V,Zlikwidowana,2005,2015,KIEŁCZYGŁÓW,185857,511416,stację zlikwidowano 1.01.2015
251180310,O,V,Czynna,2006,0,KIEŁCZYGŁÓW,185906,511414,ATSO bez obserwatora
251159980,O,V,Zlikwidowana,1948,1979,KIEŁPIN,1530,5152, 
250180530,O,V,Czynna,1946,0,KIETRZ,180037,500456, 
253200010,O,V,Zlikwidowana,1949,2016,KIKITY,205125,535856,01.10.2016 stację przeniesiono do m. LUTRY (zmiana kodów)
253200240,O,V,Czynna,2017,0,KIKITY II,205245,535857,stacja założona 01.06.2017 za zlikwidowaną stację LUTRY
253199993,O,V,Zlikwidowana,1948,1992,KISIELICE,191600,533700, 
252230070,O,V,Czynna,1949,0,KLEJNIKI,232325,525017, 
252230150,O,V,Czynna,1948,0,KLESZCZELE,232006,523330, 
252170280,O,V,Czynna,1956,0,KLĘKA,172530,520435, 
249199973,O,V,Zlikwidowana,1945,1992,KLIKUSZOWA,1959,4931, 
250210120,O,V,Czynna,1961,0,KLIMONTÓW,212701,503912,ATSO bez obserwatora
250200130,K,IV,Czynna,1947,0,KLISZÓW,203129,503645, 04.11.2014 – przeniesiona lokalnie ok. 80 m na S (stare wsp. 503649 i 203130) i przekształcona w klimat. IV rzedu
253179991,O,V,Zlikwidowana,1973,1992,KLONOWO,175800,532700, 
253160060,O,V,Czynna,1949,0,KLUCZEWO,161113,533858, 
254170170,O,V,Zlikwidowana,2003,2015,KLUKI,172124,544057,stację zlikwidowano 1.02.2015
254179994,O,V,Zlikwidowana,1957,2000,KLUKOWA HUTA,175400,541500, 
250180040,O,V,Czynna,1948,0,KŁOBUCK,185527,505335, 
253169987,O,V,Zlikwidowana,1981,1995,KŁODA,163500,530800, 
252180210,O,V,Czynna,1946,0,KŁODAWA,185457,521503,ATSO bez obserwatora
350160520,S,I,Czynna,1945,0,KŁODZKO,163651,502613, 
251169987,O,V,Zlikwidowana,1949,1992,KŁONICE,1609,5100, 
254190120,K,III,Czynna,1962,0,KMIECIN,190950,541116,12.12.2016 przeniesiono stację o ok. 210 m w kierunku SE (stare wsp. 190941 i 5411210); Hellman tymczasowo w lokalizacji ? = 54°11`20``N; ? = 19°09`24``E
250180550,O,V,Zlikwidowana,1946,2015,KOBIÓR,185511,500401,stację zlikwidowano 1.01.2015
250189998,O,V,Zlikwidowana,1949,1992,KOBYLNO,1807,5048, 
250190060,O,V,Czynna,1949,0,KOBYŁCZYCE,192157,504744, 
250180120,K,III,Zlikwidowana,1998,2003,KOCHCICE,184039,504259, 
249190180,O,V,Czynna,1945,0,KOCIERZ MOSZCZANICKI,191517,494425, 
251229995,O,V,Zlikwidowana,1947,1994,KOCK,222700,513800, 
251230010,O,V,Zlikwidowana,1947,2013,KODEŃ,233631,515521,zlikw. 03.07.2013
250210220,K,IV,Czynna,1990,0,KOLBUSZOWA,214445,501544,ATSM bez obserwatora
250219988,K,IV,Zlikwidowana,1947,1989,KOLBUSZOWA,214629,501426, 
253219999,O,V,Zlikwidowana,1948,1992,KOLNO,2156,5325, 
251230170,O,V,Zlikwidowana,1987,2015,KOLONIA ZAKRĘCIE,230628,510045,stację zlikwidowano 1.01.2015
250169979,O,V,Zlikwidowana,1973,1981,KOŁACZÓW,1644,5046, 
352180345,S,II,Czynna,1945,0,KOŁO,183937,521159,ASS; do 1.10.2014 stacja I rzędu
354150100,S,I,Czynna,1946,0,KOŁOBRZEG-DŹWIRZYNO,152320,540930,09.04.2018 stację przeniesiono ok. 13 km w kierunku W do nowej lokalizacji w Dźwirzynie za zmianą nazwy ale bez zmiany kodów; zmiana rzędu na I (stare wsp. 153447 i 541057)
252189997,O,V,Zlikwidowana,1949,1981,KOŁODZIEJEWO,1802,5243, 
252180080,K,III,Czynna,1948,0,KOŁUDA WIELKA,180856,524409, 
249220180,K,III,Czynna,1951,0,KOMAŃCZA,220348,492021, 
250159994,O,V,Zlikwidowana,1946,1992,KOMARNO,1552,5056, 
252210040,O,V,Zlikwidowana,2001,2010,KOMOROWO,215038,524957, 
249189993,O,V,Zlikwidowana,1949,1972,KONIAKÓW,1857,4933, 
250190070,O,V,Zlikwidowana,1946,2009,KONIECPOL,194128,504700, 
250200090,O,V,Zlikwidowana,1949,2015,KONIECZNO,200200,504735,stację zlikwidowano 1.01.2015
250200370,O,V,Czynna,2006,0,KONIECZNO,200201,504737,ATSO bez obserwatora; 28.11.2017 stację przeniesiono ok. 320 m w kierunku NNE (stare wsp. 200155 i 504728)
252180220,O,V,Czynna,1945,0,KONIN,181806,521438,17.11.2017 stację przeniesiono ok. 1500 m w kierunku NNE (stare wsp. 181740 i 521350)
252160210,O,V,Czynna,1950,0,KONOJAD,163316,520843, 
253189992,K,III,Zlikwidowana,1946,1992,KOŃCZEWICE,1833,5311, 
251200180,O,V,Zlikwidowana,1946,2015,KOŃSKIE,202505,511106,stację zlikwidowano 1.01.2015
250150120,O,V,Zlikwidowana,1946,2015,KOPANIEC,153303,505318,stację zlikwidowano 1.01.2015
250200150,O,V,Zlikwidowana,1949,1997,KOPERNIA,203000,503200, 
253179998,O,V,Zlikwidowana,1974,2015,KOPERNICA,172830,534718,stację zlikwidowano 1.02.2015
249190440,K,IV,Czynna,1949,0,KORBIELÓW,192054,493407, 
250170240,O,V,Czynna,1961,0,KORFANTÓW,173546,502852,1.01.2015 - zmiana rzędu stacji z IV na V
253170170,O,V,Zlikwidowana,1946,2015,KORONOWO,175606,531841,stację zlikwidowano 1.02.2015
253180070,O,V,Czynna,1949,0,KORZENIEWO,185141,534508,przeniesiona w 01.2012 300 m na N
254169995,O,V,Zlikwidowana,1948,1992,KORZYBIE,165300,541800, 
252140140,O,V,Zlikwidowana,1963,2015,KOSARZYN,144543,520333,stację zlikwidowano 1.01.2015; w 04.2014 przeniesiono 160 m na S (stare wsp. 144552 i 520838)
253170040,O,V,Czynna,1956,0,KOSOBUDY,174530,535230, 
253190170,O,V,Czynna,1957,0,KOSTKOWO,195442,532145,15.06.2016 przeniesiono o 20 m w kierunku NE
252170160,O,V,Czynna,1946,0,KOSTRZYN,171234,522413, 
252140090,O,V,Czynna,1956,0,KOSTRZYN NAD ODRĄ,144116,523601,"w 2011 przeniesiona o ok. 2,5 km na NE (stare wsp. 143953, 523503);"
354160105,S,I,Czynna,1945,0,KOSZALIN,160919,541216, 
254169998,K,IV,Zlikwidowana,1969,1991,KOSZALIN-ZEGRZE,1618,5402, 
249190340,O,V,Czynna,1949,0,KOSZARAWA,192416,493921, 
249190820,O,V,Czynna,2006,0,KOSZARAWA,192450,494020,ATSO bez obserwatora
252160240,O,V,Czynna,1945,0,KOŚCIAN,163831,520610, 
249190830,O,V,Czynna,2005,0,KOŚCIELISKO-KIRY,195215,491640,ATSO bez obserwatora
249190660,O,V,Czynna,1945,0,KOŚCIELISKO-KIRY,195210,491639,04.10.2011 stacja przeniesiona o ok. 200 m w kierunku NE (stare współrzędne 195206 i 491637)
251150140,O,V,Zlikwidowana,1947,2014,KOŚCIELNA WIEŚ,151110,512449,likw. - 16.07.2014;  w 01.2013 stacja przeniesiona ok. 200 m na SW (stare wsp. 151122 i 512453)
251189994,K,III,Zlikwidowana,1981,1983,KOŚCIERZYN,1839,5137, 
254170140,K,III,Czynna,1948,0,KOŚCIERZYNA,175743,540743, 
251209986,O,V,Zlikwidowana,1947,1992,KOŚMIN,205400,515400, 
252169993,O,V,Zlikwidowana,1954,1992,KOTUSZ,162900,520600, 
254220070,O,V,Zlikwidowana,1952,2015,KOWALE OLECKIE,222522,541018,stację zlikwidowano 1.01.2015
253180230,O,V,Czynna,1946,0,KOWALEWO,185453,530937,24.02.2017 - przeniesienie stacji ok. 50 m w kierunku NE (starw wsp.185452 i 530935)
249200310,O,V,Czynna,1946,0,KOWANIEC,200249,492927, 
250150190,O,V,Czynna,1948,0,KOWARY,154927,504813, 
251210070,O,V,Zlikwidowana,1949,2015,KOZICE,214532,514023,stację zlikwidowano 1.01.2015
351210488,S,I,Czynna,1971,0,KOZIENICE,213237,513353, 
250180320,O,V,Czynna,1947,0,KOŹLE,180849,502045, 
249200030,O,V,Zlikwidowana,1978,2015,KOŹMICE WIELKIE,200215,495627,stację zlikwidowano 1.01.2015
251170050,O,V,Zlikwidowana,1946,2015,KOŹMIN WIELKOPOLSKI,172602,514914,stację zlikwidowano 1.01.2015
251189999,O,V,Zlikwidowana,1948,1992,KOŹMINEK,182100,514800, 
251159999,O,V,Zlikwidowana,1948,1972,KOŻUCHÓW,1536,5145, 
252170210,K,III,Czynna,1956,0,KÓRNIK,170607,521443, 
253160140,O,V,Czynna,1948,0,KRAJENKA,165827,531750, 
350190566,S,I,Czynna,1964,0,KRAKÓW-BALICE,194742,500440,LSM
250199987,O,V,Zlikwidowana,1948,2000,KRAKÓW-BIELANY-KLASZTOR,195100,500300, 
250209979,O,V,Zlikwidowana,1953,1992,KRAKÓW-ŁĘG,2001,5004, 
250190390,K,III,Czynna,1792,0,KRAKÓW-OBSERWATORIUM,195731,500350, 
250199984,O,V,Zlikwidowana,1953,1992,KRAKÓW-SWOSZOWICE,1956,5000, 
250190470,K,IV,Czynna,1963,0,KRAKÓW-WOLA JUSTOWSKA,195325,500350,ATSM bez obserwatora; działalność stacji wznowiona w dniu 01.11.2014
252189991,O,V,Zlikwidowana,1963,1995,KRAMSK,182600,521600, 
250170270,O,V,Zlikwidowana,1947,2015,KRAPKOWICE,175728,502828,stację zlikwidowano 1.01.2015
249229995,O,V,Zlikwidowana,1948,1995,KRASICZYN,223900,494700, 
251220120,O,V,Zlikwidowana,1948,2015,KRASIENIN,222808,512130,stację zlikwidowano 1.01.2015
249210060,O,V,Zlikwidowana,1948,2015,KRASNA,215121,494714,stację zlikwidowano 1.01.2015
252209993,O,V,Zlikwidowana,1949,1995,KRASNE,2058,5255, 
253239995,O,V,Zlikwidowana,1964,1992,KRASNE,2321,5347, 
251239997,K,IV,Zlikwidowana,1949,1987,KRASNYSTAW,2309,5100, 
250209981,O,V,Zlikwidowana,1949,1992,KRASOCIN,200700,505400, 
251180110,O,V,Zlikwidowana,1949,2015,KRASZEWICE,181321,513052,stację zlikwidowano 1.01.2015
251180320,O,V,Czynna,2005,0,KRASZEWICE,181217,513149,ATSO bez obserwatora
252200270,O,V,Zlikwidowana,2013,2014,KRASZEWO,203402,524727,stację zlikwidowano 1.01.2015; przeniesiona z m. Gołotczyzna
250229987,O,V,Zlikwidowana,1948,1992,KRAŚNIK LUBELSKI,221600,505600, 
254160070,O,V,Zlikwidowana,1961,2009,KRĄG,164203,541307, 
249210180,O,V,Czynna,1948,0,KREMPNA,212922,493057, 
249210340,O,V,Czynna,2006,0,KREMPNA,212903,493059,ATSO bez obserwatora
250190170,O,V,Czynna,2001,0,KRĘCIWILK,192213,503243,ATSO bez obserwatora; przeniesiona w 2009
250219997,O,V,Zlikwidowana,1978,1995,KRĘPA GÓRNA,212000,504400, 
349210670,S,I,Czynna,1984,0,KROSNO,214609,494224,od 1.10.2014 do 01.09.2017 II rząd
249219993,K,IV,Zlikwidowana,1950,1989,KROSNO,2145,4941, 
252159998,O,V,Zlikwidowana,1948,1992,KROSNO ODRZAŃSKIE,1507,5203, 
249200370,K,IV,Czynna,1956,0,KROŚCIENKO,202554,492644, 
251169988,K,IV,Zlikwidowana,1975,1992,KROŚCINA MAŁA,1657,5122, 
251179987,O,V,Zlikwidowana,1949,1981,KROŚNICE,1721,5129, 
251170110,O,V,Zlikwidowana,2005,2014,KROTOSZYN,172557,514212,likw. 8.07.2014
250189988,O,V,Zlikwidowana,1947,2001,KRÓLÓWKA,1847,5005, 
250180190,O,V,Czynna,1955,0,KRUPSKI MŁYN,183724,503409, 
251190080,O,V,Czynna,1949,0,KRUSZÓW,193458,513449, 
254179997,O,V,Zlikwidowana,1949,1992,KRUSZYNA,170200,542100, 
249200470,K,III,Czynna,1867,0,KRYNICA,205739,492428, 
252229994,O,V,Zlikwidowana,1948,1992,KRYNICA,221800,521800, 
249209980,K,IV,Zlikwidowana,1948,1989,KRYNICA-GÓRA PARKOWA,2058,4925, 
254190030,O,V,Zlikwidowana,1949,2016,KRYNICA MORSKA,192638,542248,stacja zlikwidowana 1.03.2016 i przeniesiona do Kątów Rybackich
250239987,O,V,Zlikwidowana,1948,1992,KRYNICE,232300,503500, 
253220170,O,V,Czynna,1949,0,KRYPNO KOŚCIELNE,225245,531658,"od 11.06.2018 stacja w tymczasowj lokalizacji (ok. 600 m w kierunku SSE od stałej); 1.01.2016 stację przeniesiono o 1,1 km w kierunku N (stare wsp. 225232 i 531640)"
250180430,O,V,Czynna,1973,0,KRYWAŁD,183818,501237,w 2006   przeniesiona ok. 400m na NW (stare wsp. 183818 i 201224)
249190280,K,IV,Czynna,1949,0,KRZECZÓW,195436,494101, 
251160050,O,V,Zlikwidowana,1948,2014,KRZEMIENIEWO,165048,515217,likw. 8.07.2014
250189999,O,V,Zlikwidowana,1948,1992,KRZEPICE,1844,5058, 
252190170,O,V,Czynna,1946,0,KRZEPOCINEK,190604,520003, 
250199989,O,V,Zlikwidowana,1947,1995,KRZESZOWICE,193800,500800, 
250160180,O,V,Zlikwidowana,1963,2014,KRZESZÓW,160357,504458,likw. 2.07.2014
252150090,O,V,Czynna,1955,0,KRZESZYCE,150044,523504, 
253150220,O,V,Czynna,1954,0,KRZĘCIN,152903,530455, 
253200210,O,V,Zlikwidowana,1948,2015,KRZYNOWŁOGA MAŁA,204729,530927,stację zlikwidowano 1.01.2015
253149995,O,V,Zlikwidowana,1949,1981,KRZYWIN GRYFICKI,1428,5305, 
252150050,K,III,Czynna,1958,0,KRZYŻ,155901,525252, 
253229997,K,IV,Zlikwidowana,1948,1992,KRZYŻEWO,224500,530200,"stacja Krzyżewo działała w latach 1948-1975 jako opadowa, a następnie wznowiona w roku 1986 jako klimatyczna z tym samym kodem  w bliskiej lokalizacji"
251159979,O,V,Zlikwidowana,1949,1981,KRZYŻOWA,1541,5119, 
250200170,O,V,Zlikwidowana,1947,2015,KSIĄŻ WIELKI,200841,502632,stację zlikwidowano 1.01.2015; w 03.2014 przeniesiona lokalnie o 16 m na SSE od starej lokalizacji;
253209998,O,V,Zlikwidowana,1988,1995,KSIĄŻNIK,2004,5358, 
250160450,O,V,Czynna,1966,0,KUDOWA-ZDRÓJ,161319,502617,23.11.2017 stacja przeniesiona o ok. 1400 m w kierunku E (stare wsp. 161208 i 502621)
250169989,O,V,Zlikwidowana,1975,1992,KUDOWA-ZDRÓJ,1615,5027, 
253190310,O,V,Czynna,2005,0,KULIGI,194128,532551, 
250170070,O,V,Zlikwidowana,1947,2015,KUP,175253,504839,stację zlikwidowano 1.01.2015
254190090,O,V,Czynna,1996,0,KUROWO BRANIEWSKIE,194437,541348, 
253210270,O,V,Czynna,1956,0,KURPIE,214553,530257, 
251210250,O,V,Zlikwidowana,1949,2010,KURZACZE,212227,510043,stacja przeniesiona do m. Sarnówek Duży
252160010,O,V,Czynna,1946,0,KUŹNICA CZARNKOWSKA,163106,525656, 
249199977,O,V,Zlikwidowana,1992,2001,KUŹNICE,195900,491600, 
249199963,K,IV,Zlikwidowana,1949,1992,KUŹNICE,195900,491600, 
250219993,O,V,Zlikwidowana,1961,1995,KWASÓW,210200,502600, 
251169996,K,IV,Zlikwidowana,1974,1992,KWIETNO,1628,5111, 
249190240,K,IV,Czynna,1974,0,LACHOWICE KRALE,192504,494118,ATSM bez obserwatora
253229996,O,V,Zlikwidowana,1947,1992,LACHOWO,2201,5328, 
252229992,O,V,Zlikwidowana,1949,1992,LACHÓWKA,225000,523000, 
249190480,K,IV,Czynna,1975,0,LALIKI,190058,493241, 
252150240,O,V,Zlikwidowana,1948,2015,LASKI,151828,520200,stację zlikwidowano 1.01.2015
252210110,O,V,Zlikwidowana,1947,2015,LASKI,214404,523039,stację zlikwidowano 1.01.2015
250169991,O,V,Zlikwidowana,1955,1992,LASÓWKA,1627,5019, 
250229992,O,V,Zlikwidowana,1949,1995,LASZKI,225400,500100, 
252179994,O,V,Zlikwidowana,1954,1981,LĄD,1754,5212, 
250160520,K,IV,Czynna,1948,0,LĄDEK-ZDRÓJ,165306,502043, 
254209998,O,V,Zlikwidowana,1954,1995,LECHOWO,2016,5412, 
